title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	extract_protocol_ch1.2	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	supplementary_file_2	experiment	study	sample	experiment.1	run	ftp
healthy cortex cell 204	GSM1658074	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	hybrid	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486165	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996064	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658074/suppl/GSM1658074_nochipID2.C83.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996064	SRX996064	SRP057196	SRS910438	SRX996064	SRR1974746	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996064/SRR1974746/SRR1974746.sra
healthy cortex cell 205	GSM1658075	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	hybrid	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486168	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996065	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658075/suppl/GSM1658075_nochipID2.C84.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996065	SRX996065	SRP057196	SRS910436	SRX996065	SRR1974747	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996065/SRR1974747/SRR1974747.sra
healthy cortex cell 206	GSM1658076	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	hybrid	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486169	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996066	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658076/suppl/GSM1658076_nochipID2.C85.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996066	SRX996066	SRP057196	SRS910437	SRX996066	SRR1974748	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996066/SRR1974748/SRR1974748.sra
healthy cortex cell 207	GSM1658077	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	hybrid	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486170	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996067	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658077/suppl/GSM1658077_nochipID2.C86.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996067	SRX996067	SRP057196	SRS910435	SRX996067	SRR1974749	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996067/SRR1974749/SRR1974749.sra
healthy cortex cell 208	GSM1658078	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486171	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996068	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658078/suppl/GSM1658078_nochipID2.C87.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996068	SRX996068	SRP057196	SRS910433	SRX996068	SRR1974750	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996068/SRR1974750/SRR1974750.sra
healthy cortex cell 209	GSM1658079	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486172	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996069	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658079/suppl/GSM1658079_nochipID2.C89.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996069	SRX996069	SRP057196	SRS910432	SRX996069	SRR1974751	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996069/SRR1974751/SRR1974751.sra
healthy cortex cell 210	GSM1658080	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	neurons	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486173	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996070	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658080/suppl/GSM1658080_nochipID2.C90.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996070	SRX996070	SRP057196	SRS910434	SRX996070	SRR1974752	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996070/SRR1974752/SRR1974752.sra
healthy cortex cell 211	GSM1658081	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486166	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996071	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658081/suppl/GSM1658081_nochipID2.C92.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996071	SRX996071	SRP057196	SRS910431	SRX996071	SRR1974753	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996071/SRR1974753/SRR1974753.sra
healthy cortex cell 212	GSM1658082	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 50 years	c1 chip id: nochipID2	experiment_sample_name: AB_S4	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486167	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996072	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658082/suppl/GSM1658082_nochipID2.C93.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996072	SRX996072	SRP057196	SRS910429	SRX996072	SRR1974754	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996072/SRR1974754/SRR1974754.sra
healthy cortex cell 213	GSM1658083	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	endothelial	age: postnatal 63 years	c1 chip id: nochipID3	experiment_sample_name: AB_S5	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486174	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996073	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658083/suppl/GSM1658083_nochipID3.C01.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996073	SRX996073	SRP057196	SRS910430	SRX996073	SRR1974755	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996073/SRR1974755/SRR1974755.sra
healthy cortex cell 214	GSM1658084	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	neurons	age: postnatal 63 years	c1 chip id: nochipID3	experiment_sample_name: AB_S5	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486175	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996074	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658084/suppl/GSM1658084_nochipID3.C05.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996074	SRX996074	SRP057196	SRS910428	SRX996074	SRR1974756	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996074/SRR1974756/SRR1974756.sra
healthy cortex cell 215	GSM1658085	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	endothelial	age: postnatal 63 years	c1 chip id: nochipID3	experiment_sample_name: AB_S5	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486116	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996075	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658085/suppl/GSM1658085_nochipID3.C06.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996075	SRX996075	SRP057196	SRS910427	SRX996075	SRR1974757	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996075/SRR1974757/SRR1974757.sra
